index,id_client,id_vehicule,id_contrat,bonus,type_contrat,duree_contrat,anciennete_info,freq_paiement,paiement,utilisation,code_postal,conducteur2,age_conducteur1,age_conducteur2,sex_conducteur1,sex_conducteur2,anciennete_permis1,anciennete_permis2,anciennete_vehicule,cylindre_vehicule,din_vehicule,essence_vehicule,marque_vehicule,modele_vehicule,debut_vente_vehicule,fin_vente_vehicule,vitesse_vehicule,type_vehicule,prix_vehicule,poids_vehicule,nombre_sinistres,montant_sinistre
7279,A00006654,V01,A00006654-V01,0.5,Maxi,30,2,Biannual,No,WorkPrivate,08497,No,62,0,F,,43,0,2.0,1398,55,Diesel,CITROEN,C1,6,2,154,Tourism,11450,880,0,0.0
7280,A00006655,V01,A00006655-V01,0.5,Maxi,3,1,Monthly,Yes,WorkPrivate,69388,Yes,51,42,M,F,33,21,12.0,2946,195,Gasoline,PEUGEOT,406,13,11,230,Tourism,37396,1485,1,3861.26
7281,A00006656,V01,A00006656-V01,0.5,Maxi,5,1,Biannual,No,Retired,36103,Yes,71,69,M,F,52,43,3.0,1461,86,Diesel,NISSAN,NOTE,5,3,168,Tourism,16900,1165,1,772.71
7282,A00006657,V01,A00006657-V01,0.68,Median1,13,1,Monthly,No,WorkPrivate,67066,No,51,0,F,,24,0,12.0,1896,90,Diesel,VOLKSWAGEN,GOLF,14,11,180,Tourism,18508,1260,0,0.0
7283,A00006658,V01,A00006658-V01,0.5,Maxi,5,5,Yearly,No,WorkPrivate,68066,No,60,0,M,,42,0,10.0,1840,138,Gasoline,MAZDA,MX5,11,8,200,Tourism,23200,1140,0,0.0
7284,A00006658,V02,A00006658-V02,0.5,Maxi,2,2,Yearly,No,WorkPrivate,68066,No,62,0,F,,44,0,2.0,1242,70,Gasoline,FORD,KA,3,1,159,Tourism,11500,865,0,0.0
7285,A00006659,V01,A00006659-V01,0.5,Maxi,22,3,Yearly,No,Retired,56162,Yes,70,68,M,F,48,23,3.0,1997,136,Diesel,CITROEN,C5,6,4,205,Tourism,29650,1554,0,0.0
7286,A00006660,V01,A00006660-V01,0.5,Median2,12,6,Monthly,No,WorkPrivate,03101,Yes,68,69,M,F,47,31,13.0,1769,60,Diesel,CITROEN,C15,27,13,134,Commercial,12190,1530,0,0.0
7287,A00006661,V01,A00006661-V01,0.5,Median2,6,1,Monthly,No,WorkPrivate,33537,No,54,0,F,,32,0,14.0,1769,60,Diesel,PEUGEOT,205,26,18,155,Commercial,10474,1270,0,0.0
7288,A00006662,V01,A00006662-V01,0.5,Maxi,14,2,Monthly,No,Retired,51108,No,65,0,M,,44,0,2.0,1560,90,Diesel,CITROEN,C4,7,3,180,Tourism,18800,1257,0,0.0
7289,A00006663,V01,A00006663-V01,0.5,Maxi,24,2,Biannual,No,Retired,37264,No,64,0,F,,26,0,14.0,1905,90,Diesel,CITROEN,XSARA,14,11,178,Tourism,15855,1152,0,0.0
7290,A00006664,V01,A00006664-V01,0.54,Maxi,11,6,Monthly,No,WorkPrivate,88361,No,38,0,M,,12,0,11.0,1149,59,Gasoline,RENAULT,TWINGO,13,11,148,Tourism,10199,823,0,0.0
7291,A00006665,V01,A00006665-V01,0.5,Maxi,5,3,Monthly,No,WorkPrivate,15191,No,64,0,M,,42,0,3.0,1461,64,Diesel,RENAULT,TWINGO,4,1,164,Tourism,14250,980,0,0.0
7292,A00006666,V01,A00006666-V01,0.5,Maxi,13,2,Biannual,No,WorkPrivate,14160,Yes,41,40,M,F,23,21,9.0,1995,116,Diesel,TOYOTA,RAV4,10,10,170,Tourism,25141,1425,0,0.0
7293,A00006667,V01,A00006667-V01,0.51,Median2,25,1,Biannual,No,WorkPrivate,59276,No,78,0,F,,45,0,15.0,1242,75,Gasoline,FORD,FIESTA,16,13,170,Tourism,10428,940,0,0.0
7294,A00006668,V01,A00006668-V01,0.95,Maxi,1,1,Monthly,No,WorkPrivate,28191,No,24,0,M,,5,0,4.0,1560,109,Diesel,PEUGEOT,207,5,4,193,Tourism,21900,1253,0,0.0
7295,A00006669,V01,A00006669-V01,0.5,Maxi,5,2,Yearly,No,WorkPrivate,44122,Yes,29,33,F,M,11,15,5.0,1493,89,Diesel,HYUNDAI,GETZ,6,4,173,Tourism,13470,1156,0,0.0
7296,A00006669,V02,A00006669-V02,0.63,Maxi,2,2,Yearly,No,WorkPrivate,44122,Yes,33,29,M,F,15,11,2.0,1560,92,Diesel,CITROEN,XSARA,6,5,183,Tourism,20750,1320,0,0.0
7297,A00006670,V01,A00006670-V01,0.5,Maxi,2,2,Yearly,No,Retired,06155,Yes,63,65,F,M,44,46,6.0,998,68,Gasoline,PEUGEOT,107,6,1,157,Tourism,9450,790,0,0.0
7298,A00006671,V01,A00006671-V01,0.6,Maxi,15,4,Monthly,No,WorkPrivate,44015,No,37,0,F,,19,0,12.0,1360,75,Gasoline,PEUGEOT,206,13,8,170,Tourism,11950,950,0,0.0
7299,A00006671,V02,A00006671-V02,0.51,Maxi,1,1,Monthly,No,WorkPrivate,44015,No,40,0,M,,19,0,4.0,1560,109,Diesel,CITROEN,C4 PICASSO,5,3,180,Tourism,29850,1539,0,0.0
7300,A00006672,V01,A00006672-V01,0.5,Maxi,15,2,Biannual,No,WorkPrivate,61339,No,63,0,M,,45,0,10.0,1997,109,Diesel,CITROEN,C5,10,9,192,Tourism,22000,1460,0,0.0
7301,A00006673,V01,A00006673-V01,0.5,Maxi,4,1,Monthly,No,WorkPrivate,13209,Yes,40,30,F,M,18,9,2.0,796,51,Gasoline,CHEVROLET,MATIZ,5,3,145,Tourism,8690,805,0,0.0
7302,A00006674,V01,A00006674-V01,1.0,Maxi,1,1,Yearly,No,WorkPrivate,34003,No,23,0,M,,1,0,1.0,1248,96,Diesel,ALFA ROMEO,MITO,2,1,180,Tourism,20700,1150,0,0.0
7303,A00006675,V01,A00006675-V01,0.5,Maxi,4,1,Yearly,Yes,WorkPrivate,27229,Yes,51,25,M,F,32,6,8.0,998,66,Gasoline,TOYOTA,YARIS,8,6,155,Tourism,10450,880,0,0.0
7304,A00006676,V01,A00006676-V01,0.5,Maxi,1,1,Yearly,No,Retired,41148,No,62,0,F,,38,0,2.0,1149,75,Gasoline,RENAULT,CLIO,6,5,167,Tourism,13650,1080,0,0.0
7305,A00006677,V01,A00006677-V01,0.5,Median2,5,5,Biannual,No,Retired,14388,No,68,0,F,,42,0,13.0,1360,75,Gasoline,PEUGEOT,106,15,14,175,Tourism,14072,835,0,0.0
7306,A00006678,V01,A00006678-V01,0.59,Maxi,18,3,Monthly,No,Retired,94080,Yes,77,80,M,F,57,44,10.0,1149,59,Gasoline,RENAULT,CLIO,12,11,160,Tourism,11952,890,0,0.0
7307,A00006679,V01,A00006679-V01,0.5,Median1,4,4,Biannual,No,Retired,94074,Yes,77,52,M,M,42,34,13.0,2088,109,Diesel,PEUGEOT,806,13,12,175,Tourism,26832,1615,0,0.0
7308,A00006680,V01,A00006680-V01,0.5,Maxi,9,1,Biannual,No,Professional,79081,Yes,58,50,M,F,36,32,1.0,1398,68,Diesel,CITROEN,C3,2,1,163,Tourism,17200,1065,0,0.0
7309,A00006681,V01,A00006681-V01,0.5,Maxi,5,1,Biannual,No,Professional,23002,Yes,69,68,M,F,49,49,3.0,1398,55,Diesel,TOYOTA,AYGO,6,1,154,Tourism,11900,880,0,0.0
7310,A00006682,V01,A00006682-V01,0.5,Median2,9,6,Yearly,No,WorkPrivate,65395,No,49,0,M,,30,0,12.0,1870,55,Diesel,RENAULT,EXPRESS,17,14,134,Commercial,12184,900,0,0.0
7311,A00006683,V01,A00006683-V01,0.5,Maxi,2,2,Yearly,No,WorkPrivate,85092,Yes,57,27,M,F,37,9,2.0,1198,60,Gasoline,VOLKSWAGEN,POLO,4,2,157,Tourism,11450,1014,0,0.0
7312,A00006684,V01,A00006684-V01,0.5,Maxi,5,5,Yearly,No,Retired,62570,No,81,0,F,,42,0,8.0,1124,60,Gasoline,PEUGEOT,106,11,8,164,Tourism,9700,835,0,0.0
7313,A00006685,V01,A00006685-V01,0.63,Maxi,17,1,Monthly,No,WorkPrivate,64122,No,61,0,F,,40,0,1.0,1149,75,Gasoline,RENAULT,TWINGO,3,1,169,Tourism,10150,955,0,0.0
7314,A00006686,V01,A00006686-V01,0.5,Median2,1,1,Monthly,No,Retired,33238,No,72,0,F,,45,0,17.0,1239,55,Gasoline,RENAULT,EXPRESS,18,16,136,Tourism,11373,860,0,0.0
7315,A00006687,V01,A00006687-V01,0.5,Median1,2,2,Monthly,No,Professional,47040,No,47,0,M,,27,0,16.0,1595,55,Diesel,RENAULT,EXPRESS,20,16,132,Commercial,11774,1680,0,0.0
7316,A00006688,V01,A00006688-V01,0.62,Maxi,7,1,Biannual,No,Retired,91689,Yes,79,68,F,M,48,50,1.0,998,68,Gasoline,PEUGEOT,107,2,2,157,Tourism,12300,800,0,0.0
7317,A00006689,V01,A00006689-V01,0.5,Mini,7,2,Yearly,No,WorkPrivate,37263,No,57,0,M,,38,0,21.0,2399,75,Diesel,MERCEDES BENZ,MB100D,23,18,130,Tourism,21968,1785,0,0.0
7318,A00006690,V01,A00006690-V01,0.5,Maxi,15,2,Yearly,No,Retired,87085,Yes,67,66,M,F,49,26,10.0,2179,134,Diesel,PEUGEOT,607,12,7,205,Tourism,36350,1535,0,0.0
7319,A00006690,V02,A00006690-V02,0.5,Maxi,15,1,Yearly,No,Retired,87085,Yes,66,67,F,M,26,49,14.0,1527,58,Diesel,CITROEN,SAXO,15,13,158,Tourism,11587,890,0,0.0
7320,A00006691,V01,A00006691-V01,0.5,Maxi,5,3,Yearly,No,Retired,88247,No,64,0,M,,43,0,3.0,1398,68,Diesel,FORD,FIESTA,9,3,164,Tourism,15800,1070,0,0.0
7321,A00006692,V01,A00006692-V01,0.85,Median1,6,2,Yearly,No,Professional,56260,No,27,0,M,,9,0,10.0,2461,102,Diesel,VOLKSWAGEN,TRANSPORTER,13,8,160,Tourism,29060,1597,0,0.0
7322,A00006693,V01,A00006693-V01,0.5,Maxi,7,1,Biannual,No,Retired,76116,Yes,65,62,M,F,47,43,4.0,1560,109,Diesel,PEUGEOT,407,7,5,192,Tourism,23500,1437,0,0.0
7323,A00006694,V01,A00006694-V01,0.5,Maxi,15,5,Monthly,No,WorkPrivate,19257,No,73,0,M,,53,0,13.0,1527,58,Diesel,CITROEN,SAXO,13,11,158,Tourism,10901,890,0,0.0
7324,A00006694,V02,A00006694-V02,0.5,Maxi,4,1,Monthly,No,Retired,19257,Yes,67,73,F,M,47,53,1.0,1560,92,Diesel,CITROEN,XSARA,5,4,183,Tourism,21250,1290,0,0.0
7325,A00006695,V01,A00006695-V01,0.9,Maxi,19,2,Monthly,No,WorkPrivate,62624,No,64,0,M,,42,0,9.0,1598,111,Gasoline,RENAULT,SCENIC,12,10,180,Tourism,20429,1260,0,0.0
7326,A00006696,V01,A00006696-V01,0.5,Maxi,28,4,Yearly,No,Professional,52476,No,64,0,M,,45,0,7.0,1461,82,Diesel,RENAULT,KANGOO,8,6,160,Tourism,16300,1065,0,0.0
7327,A00006697,V01,A00006697-V01,0.5,Maxi,13,1,Biannual,No,WorkPrivate,91045,No,43,0,F,,23,0,7.0,2172,125,Diesel,OPEL,ZAFIRA,9,7,187,Tourism,23930,1300,0,0.0
7328,A00006698,V01,A00006698-V01,0.5,Median2,14,2,Biannual,No,Retired,06029,Yes,80,68,M,F,51,30,12.0,1390,75,Gasoline,RENAULT,CLIO,13,11,170,Tourism,11419,950,0,0.0
7329,A00006699,V01,A00006699-V01,0.5,Maxi,9,6,Monthly,No,Retired,38212,No,75,0,M,,53,0,6.0,1461,101,Diesel,RENAULT,MEGANE,8,6,179,Tourism,19650,1195,0,0.0
7330,A00006700,V01,A00006700-V01,0.5,Mini,8,3,Yearly,No,Retired,31375,Yes,67,69,M,F,48,45,13.0,1597,90,Gasoline,FORD,ESCORT,15,13,173,Tourism,14483,1090,0,0.0
7331,A00006701,V01,A00006701-V01,0.5,Maxi,7,4,Monthly,No,WorkPrivate,38197,No,63,0,M,,40,0,10.0,1997,109,Diesel,CITROEN,C5,10,9,192,Tourism,22000,1460,1,1303.01
7332,A00006702,V01,A00006702-V01,0.5,Maxi,2,1,Biannual,No,WorkPrivate,38386,Yes,56,43,M,F,34,23,3.0,1461,106,Diesel,RENAULT,MEGANE,3,1,190,Tourism,24550,1215,0,0.0
7333,A00006703,V01,A00006703-V01,0.5,Maxi,23,1,Biannual,No,WorkPrivate,85215,No,52,0,F,,33,0,7.0,1461,82,Diesel,RENAULT,MEGANE,9,7,170,Tourism,17050,1195,0,0.0
7334,A00006704,V01,A00006704-V01,0.68,Maxi,11,3,Yearly,No,Professional,42237,Yes,32,29,F,M,11,11,5.0,1598,113,Gasoline,RENAULT,MEGANE,9,7,192,Tourism,18900,1175,0,0.0
7335,A00006705,V01,A00006705-V01,0.5,Maxi,17,2,Biannual,No,WorkPrivate,59564,Yes,66,78,M,F,41,42,6.0,2188,150,Diesel,RENAULT,VEL SATIS,8,5,198,Tourism,36600,1660,1,1050.19
7336,A00006706,V01,A00006706-V01,0.5,Median2,18,3,Biannual,No,WorkPrivate,94028,No,42,0,M,,22,0,16.0,1781,90,Gasoline,VOLKSWAGEN,GOLF,20,14,178,Tourism,15992,1020,0,0.0
7337,A00006707,V01,A00006707-V01,0.5,Median2,19,5,Biannual,No,WorkPrivate,03310,No,42,0,F,,19,0,17.0,1769,60,Diesel,PEUGEOT,205,28,18,155,Tourism,11564,850,0,0.0
7338,A00006708,V01,A00006708-V01,0.5,Maxi,3,1,Quarterly,No,WorkPrivate,64335,No,55,0,F,,36,0,1.0,1360,74,Gasoline,CITROEN,C3,1,1,163,Tourism,16350,1030,0,0.0
7339,A00006709,V01,A00006709-V01,0.5,Maxi,8,2,Monthly,No,WorkPrivate,31069,Yes,54,26,F,F,35,6,9.0,1753,75,Diesel,FORD,FIESTA,11,10,168,Tourism,12212,1041,0,0.0
7340,A00006710,V01,A00006710-V01,0.85,Maxi,3,1,Monthly,No,WorkPrivate,13001,No,24,0,F,,4,0,1.0,999,63,Gasoline,KIA,PICANTO,1,1,150,Tourism,8640,855,0,0.0
7341,A00006711,V01,A00006711-V01,0.5,Maxi,5,3,Monthly,No,WorkPrivate,68201,Yes,43,36,F,M,24,18,10.0,1998,109,Diesel,PEUGEOT,406,13,8,185,Tourism,22100,1535,0,0.0
7342,A00006712,V01,A00006712-V01,0.5,Median2,2,2,Monthly,No,WorkPrivate,49007,Yes,54,56,M,F,36,36,16.0,2496,71,Diesel,FORD,TRANSIT,17,12,117,Commercial,19599,0,0,0.0
7343,A00006713,V01,A00006713-V01,0.5,Maxi,27,1,Biannual,No,Retired,17219,No,68,0,M,,47,0,4.0,2494,120,Diesel,TOYOTA,HI LUX,5,1,155,Commercial,23633,1730,0,0.0
7344,A00006714,V01,A00006714-V01,0.5,Maxi,27,7,Yearly,No,Retired,84119,No,89,0,M,,65,0,7.0,1997,136,Gasoline,PEUGEOT,407,7,6,212,Tourism,23800,1415,0,0.0
7345,A00006714,V02,A00006714-V02,0.5,Median2,27,5,Yearly,No,Retired,84119,No,90,0,F,,48,0,5.0,1596,101,Gasoline,FORD,FIESTA,9,8,183,Tourism,12700,1033,0,0.0
7346,A00006715,V01,A00006715-V01,0.95,Mini,1,1,Monthly,No,WorkPrivate,67482,No,20,0,F,,2,0,13.0,1527,58,Diesel,PEUGEOT,106,14,13,158,Tourism,11617,895,0,0.0
7347,A00006716,V01,A00006716-V01,0.5,Median2,4,1,Yearly,Yes,WorkPrivate,05040,Yes,51,53,F,M,13,35,7.0,698,62,Gasoline,SMART,FORTWO,7,4,135,Tourism,11150,720,0,0.0
7348,A00006717,V01,A00006717-V01,0.5,Median2,10,5,Monthly,No,WorkPrivate,59350,No,41,0,F,,21,0,15.0,1171,60,Gasoline,RENAULT,CLIO,19,15,155,Tourism,11831,820,0,0.0
7349,A00006718,V01,A00006718-V01,0.5,Maxi,4,2,Biannual,No,Professional,81002,No,42,0,M,,23,0,2.0,1560,75,Diesel,PEUGEOT,PARTNER,6,3,150,Commercial,17701,1269,0,0.0
7350,A00006719,V01,A00006719-V01,0.57,Maxi,3,3,Monthly,No,Professional,78172,No,34,0,M,,14,0,3.0,1422,81,Diesel,SEAT,IBIZA,3,3,176,Tourism,14855,1131,0,0.0
7351,A00006720,V01,A00006720-V01,0.5,Maxi,22,2,Yearly,No,WorkPrivate,85189,No,49,0,F,,30,0,4.0,1968,140,Diesel,VOLKSWAGEN,EOS,5,4,206,Tourism,31320,1548,0,0.0
7352,A00006721,V01,A00006721-V01,0.5,Median1,27,4,Monthly,No,WorkPrivate,03098,Yes,63,40,F,M,33,21,19.0,1360,51,Diesel,PEUGEOT,106,19,17,145,Tourism,10199,780,0,0.0
7353,A00006722,V01,A00006722-V01,0.5,Maxi,5,2,Biannual,No,Retired,33039,No,67,0,M,,41,0,4.0,1560,90,Diesel,CITROEN,C4,7,3,180,Tourism,18800,1257,0,0.0
7354,A00006723,V01,A00006723-V01,0.5,Maxi,33,4,Yearly,No,Retired,75109,No,81,0,F,,46,0,10.0,1499,78,Gasoline,LADA VAZ,111,11,6,167,Tourism,8644,1095,0,0.0
7355,A00006724,V01,A00006724-V01,0.5,Maxi,5,4,Monthly,No,Retired,92009,Yes,74,75,M,F,47,38,4.0,1397,96,Gasoline,PEUGEOT,207,4,2,185,Tourism,15050,1178,1,1795.3
7356,A00006725,V01,A00006725-V01,0.5,Maxi,11,1,Monthly,Yes,WorkPrivate,85166,No,42,0,M,,22,0,9.0,1896,90,Diesel,SKODA,OCTAVIA,11,9,178,Tourism,16300,1290,0,0.0
7357,A00006726,V01,A00006726-V01,0.8,Mini,6,1,Monthly,No,WorkPrivate,78686,Yes,37,41,M,F,15,19,9.0,1149,75,Gasoline,RENAULT,CLIO,10,8,170,Tourism,11250,910,0,0.0
7358,A00006727,V01,A00006727-V01,0.5,Median2,2,2,Monthly,No,WorkPrivate,71340,Yes,57,59,M,F,39,28,15.0,2446,86,Diesel,CITROEN,JUMPER,17,9,132,Commercial,22153,0,0,0.0
7359,A00006728,V01,A00006728-V01,0.72,Median2,3,2,Yearly,No,WorkPrivate,31555,No,28,0,M,,8,0,10.0,1360,75,Gasoline,PEUGEOT,206,13,8,170,Tourism,14300,950,0,0.0
7360,A00006729,V01,A00006729-V01,0.5,Maxi,10,2,Biannual,No,WorkPrivate,29174,No,42,0,F,,22,0,2.0,1360,75,Gasoline,PEUGEOT,206,2,1,173,Tourism,14000,952,0,0.0
7361,A00006730,V01,A00006730-V01,0.5,Maxi,4,2,Yearly,No,Retired,13212,Yes,83,48,F,F,54,28,4.0,1360,75,Gasoline,PEUGEOT,207,5,2,170,Tourism,13400,1138,0,0.0
7362,A00006731,V01,A00006731-V01,0.5,Median2,7,1,Monthly,No,Retired,38212,No,64,0,M,,45,0,23.0,2068,60,Diesel,RENAULT,TRAFIC,30,22,107,Commercial,13289,0,0,0.0
7363,A00006731,V02,A00006731-V02,0.5,Maxi,1,1,Monthly,No,Retired,38212,No,64,0,M,,45,0,6.0,2463,100,Diesel,RENAULT,MASTER,8,5,140,Commercial,25355,0,0,0.0
7364,A00006732,V01,A00006732-V01,0.51,Maxi,13,3,Monthly,No,WorkPrivate,77186,Yes,43,37,M,F,23,12,9.0,1998,140,Gasoline,RENAULT,SCENIC,12,10,196,Tourism,20581,1260,0,0.0
7365,A00006733,V01,A00006733-V01,0.5,Maxi,13,4,Yearly,No,WorkPrivate,55553,No,54,0,M,,35,0,5.0,1461,86,Diesel,RENAULT,CLIO,6,5,174,Tourism,15050,1165,0,0.0
7366,A00006734,V01,A00006734-V01,0.5,Maxi,21,2,Monthly,No,Retired,85268,Yes,62,64,F,M,44,38,12.0,1870,64,Diesel,RENAULT,KANGOO,14,10,145,Commercial,13073,1065,0,0.0
7367,A00006735,V01,A00006735-V01,0.55,Median2,4,4,Biannual,No,WorkPrivate,57736,No,47,0,M,,28,0,20.0,954,45,Gasoline,CITROEN,AX,25,18,145,Tourism,8157,640,0,0.0
7368,A00006736,V01,A00006736-V01,0.74,Maxi,1,1,Biannual,No,Retired,85047,No,73,0,M,,35,0,4.0,1461,68,Diesel,DACIA,LOGAN,5,3,158,Tourism,10790,1065,0,0.0
7369,A00006737,V01,A00006737-V01,0.5,Maxi,27,8,Biannual,No,Retired,14047,No,84,0,M,,45,0,16.0,954,51,Gasoline,CITROEN,AX,19,18,149,Tourism,8004,1140,0,0.0
7370,A00006738,V01,A00006738-V01,0.52,Mini,3,3,Quarterly,No,Professional,38034,Yes,51,23,M,M,33,5,21.0,2499,77,Diesel,RENAULT,MASTER,22,16,115,Commercial,25846,0,0,0.0
7371,A00006739,V01,A00006739-V01,0.5,Maxi,2,2,Monthly,No,Retired,82033,No,59,0,M,,41,0,5.0,1390,98,Gasoline,RENAULT,CLIO,6,5,183,Tourism,13350,1135,1,2260.92
7372,A00006740,V01,A00006740-V01,0.5,Median1,22,4,Biannual,No,Retired,38084,No,75,0,M,,55,0,21.0,2299,81,Diesel,MERCEDES BENZ,308,22,16,138,Commercial,27302,0,0,0.0
7373,A00006740,V02,A00006740-V02,0.5,Mini,1,1,Biannual,No,Retired,38084,Yes,75,68,M,F,55,46,19.0,1997,73,Diesel,MERCEDES BENZ,190,27,25,160,Tourism,17672,1110,0,0.0
7374,A00006741,V01,A00006741-V01,0.64,Maxi,6,1,Monthly,No,WorkPrivate,31188,Yes,28,27,M,F,9,9,5.0,1560,109,Diesel,PEUGEOT,307,7,6,192,Tourism,22150,1512,0,0.0
7375,A00006742,V01,A00006742-V01,0.68,Maxi,8,3,Biannual,No,WorkPrivate,91687,No,26,0,F,,8,0,11.0,1587,90,Gasoline,PEUGEOT,206,11,11,185,Tourism,15230,1025,0,0.0
7376,A00006743,V01,A00006743-V01,0.64,Maxi,5,3,Yearly,No,WorkPrivate,73236,No,32,0,F,,9,0,5.0,1398,68,Diesel,PEUGEOT,207,5,4,166,Tourism,16500,1186,0,0.0
7377,A00006744,V01,A00006744-V01,0.5,Maxi,21,1,Monthly,No,WorkPrivate,05061,Yes,57,27,F,F,34,1,5.0,1124,60,Gasoline,CITROEN,C2,8,6,158,Tourism,11200,932,0,0.0
7378,A00006744,V02,A00006744-V02,0.5,Maxi,4,1,Monthly,No,Retired,05061,Yes,63,57,M,F,44,34,4.0,1997,136,Diesel,CITROEN,C4 PICASSO,4,3,190,Tourism,31150,1640,1,1293.18
7379,A00006745,V01,A00006745-V01,0.5,Maxi,2,1,Yearly,No,WorkPrivate,78010,Yes,50,50,M,F,32,31,1.0,1397,131,Gasoline,RENAULT,MEGANE,2,1,200,Tourism,22700,1285,0,0.0
7380,A00006746,V01,A00006746-V01,0.5,Maxi,16,2,Biannual,No,Retired,94033,Yes,70,40,M,M,51,21,3.0,1422,81,Diesel,VOLKSWAGEN,POLO,4,2,174,Tourism,15360,1089,0,0.0
7381,A00006747,V01,A00006747-V01,0.5,Median1,6,3,Yearly,No,WorkPrivate,34146,Yes,50,49,F,M,24,23,10.0,1997,94,Diesel,PEUGEOT,EXPERT,11,5,160,Commercial,21409,0,0,0.0
7382,A00006748,V01,A00006748-V01,0.5,Median2,9,2,Biannual,No,WorkPrivate,26362,No,62,0,M,,44,0,15.0,2799,193,Gasoline,MERCEDES BENZ,C280,18,15,230,Tourism,36847,1385,0,0.0
7383,A00006749,V01,A00006749-V01,0.5,Maxi,17,9,Biannual,No,WorkPrivate,06088,Yes,67,44,F,F,48,21,16.0,1171,60,Gasoline,RENAULT,CLIO,19,15,155,Tourism,11831,820,0,0.0
7384,A00006750,V01,A00006750-V01,0.5,Maxi,26,11,Biannual,No,Retired,64024,No,77,0,M,,41,0,11.0,1149,59,Gasoline,RENAULT,TWINGO,13,11,151,Tourism,8522,823,0,0.0
7385,A00006751,V01,A00006751-V01,0.5,Maxi,25,1,Biannual,No,Retired,06152,No,74,0,F,,36,0,2.0,1149,101,Gasoline,RENAULT,CLIO,4,1,183,Tourism,16250,1100,1,2849.33
7386,A00006752,V01,A00006752-V01,0.5,Maxi,4,2,Biannual,No,WorkPrivate,06083,Yes,55,39,M,F,36,21,2.0,1686,101,Diesel,OPEL,MERIVA,8,2,178,Tourism,18120,1380,0,0.0
7387,A00006753,V01,A00006753-V01,0.5,Maxi,16,3,Monthly,No,WorkPrivate,24396,No,50,0,M,,29,0,10.0,1870,102,Diesel,RENAULT,SCENIC,11,10,174,Tourism,20124,1290,0,0.0
7388,A00006754,V01,A00006754-V01,0.5,Maxi,11,1,Monthly,No,WorkPrivate,38317,No,45,0,M,,26,0,1.0,2143,170,Diesel,MERCEDES BENZ,C220,2,1,232,Tourism,39050,1535,0,0.0
7389,A00006755,V01,A00006755-V01,0.5,Maxi,14,3,Yearly,No,WorkPrivate,60176,Yes,52,43,F,M,29,22,9.0,1149,59,Gasoline,RENAULT,TWINGO,13,11,151,Tourism,8522,823,0,0.0
7390,A00006756,V01,A00006756-V01,0.85,Maxi,6,3,Monthly,No,WorkPrivate,40179,No,26,0,M,,6,0,10.0,1896,150,Diesel,SEAT,LEON,10,9,211,Tourism,27910,1300,0,0.0
7391,A00006757,V01,A00006757-V01,0.5,Median2,5,1,Biannual,Yes,WorkPrivate,85226,Yes,37,44,F,M,19,26,13.0,1149,59,Gasoline,RENAULT,TWINGO,13,11,151,Tourism,8522,823,0,0.0
7392,A00006758,V01,A00006758-V01,0.5,Maxi,19,2,Yearly,No,Retired,59090,No,74,0,M,,56,0,2.0,1968,140,Diesel,VOLKSWAGEN,PASSAT,3,1,206,Tourism,30200,1497,1,1337.09
7393,A00006759,V01,A00006759-V01,0.5,Mini,4,1,Yearly,No,Retired,54578,No,78,0,F,,38,0,19.0,1390,81,Gasoline,RENAULT,CLIO,19,17,170,Tourism,14407,840,0,0.0
7394,A00006760,V01,A00006760-V01,0.53,Maxi,10,1,Monthly,No,Professional,81218,Yes,44,43,M,F,23,25,10.0,1998,135,Gasoline,PEUGEOT,406,13,11,203,Tourism,20886,1315,0,0.0
7395,A00006760,V02,A00006760-V02,0.56,Maxi,8,1,Monthly,No,WorkPrivate,81218,Yes,43,44,F,M,25,23,9.0,1360,75,Gasoline,PEUGEOT,206,9,9,170,Tourism,13460,950,0,0.0
7396,A00006761,V01,A00006761-V01,0.51,Maxi,11,7,Biannual,No,WorkPrivate,92004,No,41,0,F,,16,0,8.0,1398,68,Diesel,CITROEN,C3,9,1,158,Tourism,18150,1058,0,0.0
7397,A00006762,V01,A00006762-V01,0.5,Maxi,11,6,Yearly,No,WorkPrivate,95426,Yes,67,38,F,M,48,19,12.0,1595,101,Gasoline,VOLKSWAGEN,GOLF,13,11,188,Tourism,16206,1151,0,0.0
7398,A00006762,V02,A00006762-V02,0.55,Mini,9,9,Yearly,No,WorkPrivate,95426,No,67,0,F,,48,0,19.0,1360,86,Gasoline,PEUGEOT,205,24,18,178,Tourism,13507,820,0,0.0
7399,A00006763,V01,A00006763-V01,0.5,Median2,9,2,Biannual,No,Retired,29019,Yes,58,69,F,M,37,48,10.0,1997,90,Diesel,CITROEN,XSARA,11,9,181,Tourism,18000,1325,0,0.0
7400,A00006764,V01,A00006764-V01,0.5,Median2,3,1,Yearly,Yes,WorkPrivate,63225,Yes,45,55,F,M,19,36,17.0,1237,55,Gasoline,RENAULT,TWINGO,18,16,150,Tourism,8614,790,0,0.0
7401,A00006765,V01,A00006765-V01,1.0,Mini,1,1,Biannual,No,Professional,75104,No,64,0,M,,41,0,10.0,1985,206,Gasoline,SAAB,9-3,12,10,235,Tourism,32579,1400,0,0.0
7402,A00006766,V01,A00006766-V01,1.0,Maxi,1,1,Monthly,No,WorkPrivate,59429,No,25,0,F,,4,0,3.0,1422,70,Diesel,VOLKSWAGEN,POLO,4,2,164,Tourism,14710,1089,0,0.0
